"phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body mass","body mass - units","body mass - minimum","body mass - maximum","body mass - method","body mass - comments","body mass - metadata comment","original body mass","original body mass - units","metabolic rate","metabolic rate - units","metabolic rate - minimum","metabolic rate - maximum","metabolic rate - method","metabolic rate - comments","metabolic rate - metadata comment","original metabolic rate","original metabolic rate - units","original respiratoryQuotient","original temperature","mass-specific metabolic rate","mass-specific metabolic rate - units","brain size","brain size - units","brain size - minimum","brain size - maximum","brain size - method","brain size - comments","brain size - metadata comment","original brain size","original brain size - units"
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris fieldi","fieldi","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000394,"kg",,,"","","","0.394","g",0.00114869835499703,"W",,,"not specified","","measured at resting and active state","0.18","(O2) cm3/h",,"23",2.91547805836811,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000874,"kg",,,"","","","0.874","g",0.0014677812313851,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.23","(O2) cm3/h",,"23",1.67938355993719,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000576,"kg",,,"","","","0.576","g",0.000765798903331357,"W",,,"not specified","","measured at resting and active state","0.12","(O2) cm3/h",,"23",1.32951198495027,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000294,"kg",,,"","","","0.294","g",0.000574349177498517,"W",,,"not specified","","measured at resting and active state","0.09","(O2) cm3/h",,"23",1.95356863094734,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000415,"kg",,,"","","","0.415","g",0.00185068068305078,"W",,,"not specified","","measured at resting and active state","0.29","(O2) cm3/h",,"23",4.45947152542356,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00034,"kg",,,"","","","0.34","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000345,"kg",,,"","","","0.345","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris zugana","zugana","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000575,"kg",,,"","","","0.575","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automerina","Automerina auletes","auletes","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00072,"kg",,,"","","","0.72","g",0.00191449725832839,"W",,,"not specified","","measured at resting and active state","0.3","(O2) cm3/h",,"23",2.65902396990054,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Pseudoautomeris","Pseudoautomeris salmonea","salmonea","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00048,"kg",,,"","","","0.48","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Dirphea","Dirphea agis","agis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000197,"kg",,,"","","","0.197","g",0.000510532602220905,"W",,,"not specified","","measured at resting and active state","0.08","(O2) cm3/h",,"23",2.59153605188276,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia praeda","praeda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000139,"kg",,,"","","","0.139","g",0.00121251493027465,"W",,,"not specified","","measured at resting and active state","0.19","(O2) cm3/h",,"23",8.72312899478164,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia praeda","praeda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000153,"kg",,,"","","","0.153","g",0.000510532602220905,"W",,,"not specified","","measured at resting and active state","0.08","(O2) cm3/h",,"23",3.33681439360068,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000771,"kg",,,"","DONTWARN: checked value correct","","0.771","g",0.00165923095721794,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.26","(O2) cm3/h",,"23",2.15205052816853,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000332,"kg",,,"","DONTWARN: checked value correct","","0.332","g",0.000765798903331357,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.12","(O2) cm3/h",,"23",2.30662320280529,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000399,"kg",,,"","DONTWARN: checked value correct","","0.399","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",6.2e-05,"kg",,,"","DONTWARN: checked value correct","","0.062","g",0.000957248629164196,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.15","(O2) cm3/h",,"23",15.4394940187774,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",9.1e-05,"kg",,,"","DONTWARN: checked value correct","","0.091","g",0.000574349177498517,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.09","(O2) cm3/h",,"23",6.31152942306063,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",6.1e-05,"kg",,,"","DONTWARN: checked value correct","","0.061","g",0.000191449725832839,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.03","(O2) cm3/h",,"23",3.13852009562031,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",8.8e-05,"kg",,,"","DONTWARN: checked value correct","","0.088","g",0.000446716026943291,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.07","(O2) cm3/h",,"23",5.07631848799195,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hylesia","Hylesia sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000269,"kg",,,"","DONTWARN: checked value correct","","0.269","g",0.000446716026943291,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.07","(O2) cm3/h",,"23",1.66065437525387,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hyperchirica","Hyperchirica nausica","nausica","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000216,"kg",,,"","","","0.216","g",0.00114869835499703,"W",,,"not specified","","measured at resting and active state","0.18","(O2) cm3/h",,"23",5.31804793980109,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Hyperchirica","Hyperchirica nausica","nausica","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000183,"kg",,,"","","","0.183","g",0.000510532602220905,"W",,,"not specified","","measured at resting and active state","0.08","(O2) cm3/h",,"23",2.78979564055139,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles","Eacles imperialis","imperialis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00112,"kg",,,"","","","1.12","g",0.00299937903804781,"W",,,"not specified","","measured at resting and active state","0.47","(O2) cm3/h",,"23",2.67801699825698,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles","Eacles imperialis","imperialis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000838,"kg",,,"","","","0.838","g",0.00268029616165975,"W",,,"not specified","","measured at resting and active state","0.42","(O2) cm3/h",,"23",3.19844410699254,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles","Eacles imperialis","imperialis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001357,"kg",,,"","","","1.357","g",0.00472242657054337,"W",,,"not specified","","measured at resting and active state","0.74","(O2) cm3/h",,"23",3.48004905714323,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Sphingicampa","Sphingicampa quadrilineata","quadrilineata","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000818,"kg",,,"","","","0.818","g",0.00225272510729974,"W",,,"not specified","","measured at resting and active state","0.353","(O2) cm3/h",,"23",2.75394267396056,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Syssphinx","Syssphinx molina","molina","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.002205,"kg",,,"","","","2.205","g",0.00455012181729381,"W",,,"not specified","","measured at resting and active state","0.713","(O2) cm3/h",,"23",2.0635473094303,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Syssphinx","Syssphinx molina","molina","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001436,"kg",,,"","","","1.436","g",0.00328017196926931,"W",,,"not specified","","measured at resting and active state","0.514","(O2) cm3/h",,"23",2.28424231843267,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Syssphinx","Syssphinx molina","molina","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00163,"kg",,,"","","","1.63","g",0.00620297111698399,"W",,,"not specified","","measured at resting and active state","0.972","(O2) cm3/h",,"23",3.80550375275091,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia subungulata","subungulata","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000312,"kg",,,"","","","0.312","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia subungulata","subungulata","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000487,"kg",,,"","","","0.487","g",0.00195278720349496,"W",,,"not specified","","measured at resting and active state","0.306","(O2) cm3/h",,"23",4.00982998664263,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia boisduvalii","boisduvalii","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001648,"kg",,,"","","","1.648","g",0.00205489372393914,"W",,,"not specified","","measured at resting and active state","0.322","(O2) cm3/h",,"23",1.24690153151647,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia boisduvalii","boisduvalii","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001381,"kg",,,"","","","1.381","g",0.00238673991538273,"W",,,"not specified","","measured at resting and active state","0.374","(O2) cm3/h",,"23",1.72826930874926,"W/kg",,"",,,,"","",,""
